Malaysia,Asia,2010,67.3,128735132.5,96.9
Mexico,North America,2010,34.2,3883115831.0,95.8
New Zealand,Oceania,2010,38.6,341422997.6,100.0
Russia,Europe,2010,49.8,9293614725.0,96.2
South Africa,Africa,2010,7.6,9036452143.0,89.6
South Korea,Asia,2010,64.0,12035625.2,99.0
Spain,Europe,2010,36.5,191767858.5,100.0
Sweden,Europe,2010,68.4,1134217262.0,100.0
United Kingdom,Europe,2010,12.6,4087308.1,100.0
United States,North America,2010,33.7,10933786877.0,99.2
Angola,Africa,2011,46.8,0.0,51.2
Argentina,South America,2011,10.3,2322813332.0,98.7
Australia,Oceania,2011,16.1,36269016286.0,99.9
Brazil,South America,2011,59.5,24484931513.0,96.6
Canada,North America,2011,38.2,10802147394.0,99.3
China,Asia,2011,21.5,159054000000.0,89.2
Egypt,Africa,2011,0.1,572361808.0,98.7
France,Europe,2011,30.2,2013090.3,100.0
Germany,Europe,2011,32.7,7446738.2,100.0
India,Asia,2011,23.5,13686733591.0,87.8
Indonesia,Asia,2011,51.7,12593275693.0,85.1
Italy,Europe,2011,30.9,14179560.8,99.6
Japan,Asia,2011,68.5,248448400.5,98.8
Libya,Africa,2011,0.1,0.0,94.1
Malaysia,Asia,2011,67.4,272969334.6,96.9
Mexico,North America,2011,34.2,8061349449.0,96.3
New Zealand,Oceania,2011,38.6,418460482.7,100.0
Russia,Europe,2011,49.8,12805859468.0,96.3
South Africa,Africa,2011,7.6,10717682425.0,90.1
South Korea,Asia,2011,63.9,17544949.2,99.1
Spain,Europe,2011,36.6,273617369.6,100.0
Sweden,Europe,2011,68.4,1500430762.0,100.0
United Kingdom,Europe,2011,12.7,5998891.8,100.0
United States,North America,2011,33.8,14650689957.0,99.2
Angola,Africa,2012,46.7,0.0,52.0
Argentina,South America,2012,10.2,2294430526.0,98.9
Australia,Oceania,2012,16.1,30700627889.0,99.9
Brazil,South America,2012,59.4,18242528974.0,96.8
Canada,North America,2012,38.2,9490563058.0,99.3
China,Asia,2012,21.7,50060700822.0,89.9
Egypt,Africa,2012,0.1,906941971.1,98.7
France,Europe,2012,30.4,1631331.6,100.0
Germany,Europe,2012,32.7,6416649.4,100.0
India,Asia,2012,23.6,5696592497.0,88.6
Indonesia,Asia,2012,51.4,9287372049.0,85.8
Italy,Europe,2012,31.1,0.0,99.5
Japan,Asia,2012,68.5,223518858.1,98.8
Libya,Africa,2012,0.1,0.0,95.0
Malaysia,Asia,2012,67.4,354548020.5,96.9
Mexico,North America,2012,34.1,8456163100.0,96.8
New Zealand,Oceania,2012,38.6,397368470.5,100.0
Russia,Europe,2012,49.8,11776068173.0,96.4
South Africa,Africa,2012,7.6,9251684320.0,90.5
South Korea,Asia,2012,63.8,75058860.9,99.2
Spain,Europe,2012,36.6,322502330.3,100.0
Sweden,Europe,2012,68.9,970327102.6,100.0
United Kingdom,Europe,2012,12.8,3276096.0,100.0
United States,North America,2012,33.8,15077327376.0,99.2
Angola,Africa,2013,46.6,0.0,52.8
Argentina,South America,2013,10.1,1555935044.0,98.9
Australia,Oceania,2013,16.2,29898718141.0,99.9
Brazil,South America,2013,59.3,17844256593.0,97.0
Canada,North America,2013,38.2,8465814881.0,99.3
China,Asia,2013,21.9,46606859963.0,90.5
Egypt,Africa,2013,0.1,390629793.8,98.8
France,Europe,2013,30.6,851733.9,100.0
Germany,Europe,2013,32.7,6408358.0,100.0
India,Asia,2013,23.7,7323505157.0,89.4
Indonesia,Asia,2013,51.0,9689934116.0,86.5
Italy,Europe,2013,31.2,0.0,99.5
Japan,Asia,2013,68.5,181600419.3,98.8
Libya,Africa,2013,0.1,0.0,95.9
Malaysia,Asia,2013,67.5,319631214.2,96.8
Mexico,North America,2013,34.1,7336900969.0,97.3
New Zealand,Oceania,2013,38.6,415745132.7,100.0
Russia,Europe,2013,49.8,9844578227.0,96.6
South Africa,Africa,2013,7.6,9501096956.0,91.0
South Korea,Asia,2013,63.6,23622428.7,99.3
Spain,Europe,2013,36.7,296541117.2,100.0
Sweden,Europe,2013,68.9,871355883.2,100.0
United Kingdom,Europe,2013,12.9,1068521.9,100.0
United States,North America,2013,33.8,12598041376.0,99.2
Angola,Africa,2014,46.5,0.0,53.5
Argentina,South America,2014,10.0,1493446851.0,99.0
Australia,Oceania,2014,16.2,29040639527.0,100.0
Brazil,South America,2014,59.2,17486645460.0,97.2
Canada,North America,2014,38.2,8707810822.0,99.4
China,Asia,2014,22.0,38961835716.0,91.1
Egypt,Africa,2014,0.1,310370289.7,98.9
France,Europe,2014,30.8,646199.9,100.0
Germany,Europe,2014,32.7,4016449.5,100.0
India,Asia,2014,23.7,5118009980.0,90.2
Indonesia,Asia,2014,50.6,3271209568.0,87.3
Italy,Europe,2014,31.4,0.0,99.4
Japan,Asia,2014,68.5,149745840.4,98.9
Libya,Africa,2014,0.1,0.0,96.8
Malaysia,Asia,2014,67.5,227313202.3,96.8
Mexico,North America,2014,34.0,5768907424.0,97.9
New Zealand,Oceania,2014,38.6,340275546.2,100.0
Russia,Europe,2014,49.8,8636350409.0,96.7
South Africa,Africa,2014,7.6,7478829094.0,91.4
South Korea,Asia,2014,63.5,15625638.6,99.5
Spain,Europe,2014,36.8,313661619.9,99.9
Sweden,Europe,2014,68.9,727355559.0,100.0
United Kingdom,Europe,2014,12.9,0.0,100.0
United States,North America,2014,33.9,10735528497.0,99.3
Angola,Africa,2015,46.4,0.0,54.3
Argentina,South America,2015,9.9,1267250890.0,99.1
Australia,Oceania,2015,16.2,18341235365.0,100.0
Brazil,South America,2015,59.0,11116168427.0,97.6
Canada,North America,2015,38.2,6890959051.0,99.4
China,Asia,2015,22.2,30586657266.0,91.7
Egypt,Africa,2015,0.1,309489104.3,99.0
France,Europe,2015,31.0,27336.8,100.0
Germany,Europe,2015,32.7,0.0,100.0
India,Asia,2015,23.8,3243700215.0,91.0
Indonesia,Asia,2015,50.2,3621737520.0,88.0
Italy,Europe,2015,31.6,0.0,99.4
Japan,Asia,2015,68.5,149640816.0,98.9
Libya,Africa,2015,0.1,0.0,97.6
Malaysia,Asia,2015,67.6,499387222.4,96.8
Mexico,North America,2015,34.0,5249628067.0,98.4
New Zealand,Oceania,2015,38.6,309412183.1,100.0
Russia,Europe,2015,49.8,6731808300.0,96.8
South Africa,Africa,2015,7.6,4107285507.0,91.9
South Korea,Asia,2015,63.5,8931070.6,99.6
Spain,Europe,2015,36.9,231372911.8,99.9
Sweden,Europe,2015,68.9,448518760.6,100.0
United Kingdom,Europe,2015,13.0,0.0,100.0
United States,North America,2015,33.9,9551233479.0,99.3
